はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
働い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,働く,ハタライ,ハタライ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,s
市役所	名詞,一般,*,*,*,*,市役所,シヤクショ,シヤクショ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,s
市	名詞,接尾,地域,*,*,*,市,シ,シ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,s
市	名詞,接尾,地域,*,*,*,市,シ,シ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
姉妹	名詞,一般,*,*,*,*,姉妹,シマイ,シマイ,s
都市	名詞,一般,*,*,*,*,都市,トシ,トシ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,s
市	名詞,接尾,地域,*,*,*,市,シ,シ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
事務所	名詞,一般,*,*,*,*,事務所,ジムショ,ジムショ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
手	名詞,一般,*,*,*,*,手,テ,テ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
挙げ	動詞,自立,*,*,一段,連用形,挙げる,アゲ,アゲ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行こ	動詞,自立,*,*,五段・カ行促音便,未然ウ接続,行く,イコ,イコ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
たまたま	副詞,一般,*,*,*,*,たまたま,タマタマ,タマタマ,s
行け	動詞,自立,*,*,一段,連用形,行ける,イケ,イケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
行け	動詞,自立,*,*,一段,連用形,行ける,イケ,イケ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
、	記号,読点,*,*,*,*,、,、,、,i
何人	名詞,一般,*,*,*,*,何人,ナンニン,ナンニン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
候補	名詞,一般,*,*,*,*,候補,コウホ,コーホ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
と	助詞,格助詞,引用,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
選ば	動詞,自立,*,*,五段・バ行,未然形,選ぶ,エラバ,エラバ,i
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,i
基準	名詞,一般,*,*,*,*,基準,キジュン,キジュン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
面接	名詞,サ変接続,*,*,*,*,面接,メンセツ,メンセツ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
、	記号,読点,*,*,*,*,、,、,、,s
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
とかいう	助詞,格助詞,連語,*,*,*,とかいう,トカイウ,トカユウ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
インタビュー	名詞,サ変接続,*,*,*,*,インタビュー,インタビュー,インタビュー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ,s
、	記号,読点,*,*,*,*,、,、,、,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
選ば	動詞,自立,*,*,五段・バ行,未然形,選ぶ,エラバ,エラバ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
選ば	動詞,自立,*,*,五段・バ行,未然形,選ぶ,エラバ,エラバ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
分かり	動詞,自立,*,*,五段・ラ行,連用形,分かる,ワカリ,ワカリ,s
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
だれ	名詞,代名詞,一般,*,*,*,だれ,ダレ,ダレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
面接	名詞,サ変接続,*,*,*,*,面接,メンセツ,メンセツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
人事	名詞,一般,*,*,*,*,人事,ジンジ,ジンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
セクション	名詞,一般,*,*,*,*,セクション,セクション,セクション,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
最終	名詞,一般,*,*,*,*,最終,サイシュウ,サイシュー,s
判断	名詞,サ変接続,*,*,*,*,判断,ハンダン,ハンダン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,i
事務所	名詞,一般,*,*,*,*,事務所,ジムショ,ジムショ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
困っ	動詞,自立,*,*,五段・ラ行,連用タ接続,困る,コマッ,コマッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
、	記号,読点,*,*,*,*,、,、,、,i
苦労	名詞,サ変接続,*,*,*,*,苦労,クロウ,クロー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
語学	名詞,一般,*,*,*,*,語学,ゴガク,ゴガク,s
力	名詞,接尾,一般,*,*,*,力,リョク,リョク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
いきなり	副詞,助詞類接続,*,*,*,*,いきなり,イキナリ,イキナリ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
多少	副詞,助詞類接続,*,*,*,*,多少,タショウ,タショー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
アレ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
語学	名詞,一般,*,*,*,*,語学,ゴガク,ゴガク,s
力	名詞,接尾,一般,*,*,*,力,リョク,リョク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
、	記号,読点,*,*,*,*,、,、,、,s
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
使っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,使う,ツカッ,ツカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ビジネス	名詞,一般,*,*,*,*,ビジネス,ビジネス,ビジネス,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
せ	動詞,自立,*,*,サ変・スル,未然形特殊,する,セ,セ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なかなか	副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ,s
コミュニケーション	名詞,一般,*,*,*,*,コミュニケーション,コミュニケーション,コミュニケーション,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
計れ	動詞,自立,*,*,一段,未然形,計れる,ハカレ,ハカレ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
しんどかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,しんどい,シンドカッ,シンドカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
カルチャーショック	名詞,サ変接続,*,*,*,*,カルチャーショック,カルチャーショック,カルチャーショック,i
、	記号,読点,*,*,*,*,、,、,、,i
ビジネス	名詞,一般,*,*,*,*,ビジネス,ビジネス,ビジネス,i
面	名詞,接尾,助数詞,*,*,*,面,メン,メン,i
