はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
幼少	名詞,形容動詞語幹,*,*,*,*,幼少,ヨウショウ,ヨーショー,i
期	名詞,接尾,助数詞,*,*,*,期,キ,キ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,s
、	記号,読点,*,*,*,*,、,、,、,s
その道	名詞,一般,*,*,*,*,その道,ソノミチ,ソノミチ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,s
木	名詞,一般,*,*,*,*,木,モク,モク,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
たくさん	副詞,一般,*,*,*,*,たくさん,タクサン,タクサン,s
多かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,多い,オオカッ,オーカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
原っぱ	名詞,一般,*,*,*,*,原っぱ,ハラッパ,ハラッパ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,s
外	名詞,非自立,副詞可能,*,*,*,外,ホカ,ホカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,s
遊ん	動詞,自立,*,*,五段・バ行,連用タ接続,遊ぶ,アソン,アソン,s
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
EOS
この辺	名詞,一般,*,*,*,*,この辺,コノヘン,コノヘン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
ご	接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ,i
近所	名詞,一般,*,*,*,*,近所,キンジョ,キンジョ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ,s
外	名詞,非自立,副詞可能,*,*,*,外,ホカ,ホカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
遊ん	動詞,自立,*,*,五段・バ行,連用タ接続,遊ぶ,アソン,アソン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
原っぱ	名詞,一般,*,*,*,*,原っぱ,ハラッパ,ハラッパ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
、	記号,読点,*,*,*,*,、,、,、,i
原っぱ	名詞,一般,*,*,*,*,原っぱ,ハラッパ,ハラッパ,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ま	フィラー,*,*,*,*,*,ま,マ,マ,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
由美	名詞,固有名詞,人名,名,*,*,由美,ユミ,ユミ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
ピロティ	名詞,固有名詞,一般,*,*,*,ピロティ,ピロティ,ピロティ,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
かごめ	名詞,一般,*,*,*,*,かごめ,カゴメ,カゴメ,s
かごめ	名詞,一般,*,*,*,*,かごめ,カゴメ,カゴメ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
、	記号,読点,*,*,*,*,、,、,、,s
しょっちゅう	副詞,助詞類接続,*,*,*,*,しょっちゅう,ショッチュウ,ショッチュー,s
遊ん	動詞,自立,*,*,五段・バ行,連用タ接続,遊ぶ,アソン,アソン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
由美	名詞,固有名詞,人名,名,*,*,由美,ユミ,ユミ,i
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,i
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,i
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
おんなじ	連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
まさか	副詞,一般,*,*,*,*,まさか,マサカ,マサカ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,i
敷地	名詞,一般,*,*,*,*,敷地,シキチ,シキチ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
住む	動詞,自立,*,*,五段・マ行,基本形,住む,スム,スム,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
せ	動詞,自立,*,*,サ変・スル,未然形特殊,する,セ,セ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
EOS
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ,s
移っ	動詞,自立,*,*,五段・ラ行,連用タ接続,移る,ウツッ,ウツッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
末	名詞,非自立,副詞可能,*,*,*,末,スエ,スエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
落ち着い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,落ち着く,オチツイ,オチツイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
由美	名詞,固有名詞,人名,名,*,*,由美,ユミ,ユミ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
いえ	感動詞,*,*,*,*,*,いえ,イエ,イエ,i
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
土地	名詞,一般,*,*,*,*,土地,トチ,トチ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
以上	名詞,非自立,副詞可能,*,*,*,以上,イジョウ,イジョー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
相当	副詞,助詞類接続,*,*,*,*,相当,ソウトウ,ソートー,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
土地	名詞,一般,*,*,*,*,土地,トチ,トチ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
大きく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,大きい,オオキク,オーキク,i
言え	動詞,自立,*,*,五段・ワ行促音便,仮定形,言う,イエ,イエ,i
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,i
原っぱ	名詞,一般,*,*,*,*,原っぱ,ハラッパ,ハラッパ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
少なく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,少ない,スクナク,スクナク,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,i
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どういう	連体詞,*,*,*,*,*,どういう,ドウイウ,ドーユウ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,i
頃	名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
安全	名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン,i
面	名詞,接尾,助数詞,*,*,*,面,メン,メン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
EOS
安全	名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン,s
面	名詞,接尾,助数詞,*,*,*,面,メン,メン,s
、	記号,読点,*,*,*,*,、,、,、,s
かなり	副詞,一般,*,*,*,*,かなり,カナリ,カナリ,s
安全	名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
のんびり	副詞,助詞類接続,*,*,*,*,のんびり,ノンビリ,ノンビリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
割	動詞,自立,*,*,一段,連用形,割る,ワレ,ワレ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
住む	動詞,自立,*,*,五段・マ行,基本形,住む,スム,スム,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
