はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
引っ越し	動詞,自立,*,*,五段・サ行,連用形,引っ越す,ヒッコシ,ヒッコシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
頃	名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
引っ越し	動詞,自立,*,*,五段・サ行,連用形,引っ越す,ヒッコシ,ヒッコシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
ええ	フィラー,*,*,*,*,*,ええ,エエ,エエ,s
、	記号,読点,*,*,*,*,、,、,、,s
おんなじ	連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
引っ越し	動詞,自立,*,*,五段・サ行,連用形,引っ越す,ヒッコシ,ヒッコシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
ええと	フィラー,*,*,*,*,*,ええと,エエト,エートs
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
自宅	名詞,一般,*,*,*,*,自宅,ジタク,ジタク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
公立	名詞,一般,*,*,*,*,公立,コウリツ,コーリツ,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
一個	名詞,一般,*,*,*,*,一個,イッコ,イッコ,i
目	名詞,接尾,助数詞,*,*,*,目,モク,モク,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一個	名詞,一般,*,*,*,*,一個,イッコ,イッコ,s
目	名詞,接尾,一般,*,*,*,目,メ,メ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
橿原	名詞,固有名詞,地域,一般,*,*,橿原,カシハラ,カシハラ,s
市	名詞,接尾,地域,*,*,*,市,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
歳	名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ふーん	感動詞,*,*,*,*,*,ふーん,フーン,フーン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えりこ	名詞,固有名詞,人名,名,*,*,えりこ,エリコ,エリコ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,i
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,i
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
引っ越す	動詞,自立,*,*,五段・サ行,基本形,引っ越す,ヒッコス,ヒッコス,i
、	記号,読点,*,*,*,*,、,、,、,i
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
まあまあ	副詞,一般,*,*,*,*,まあまあ,マアマア,マーマー,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
地元	名詞,一般,*,*,*,*,地元,ジモト,ジモト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
姉	名詞,一般,*,*,*,*,姉,ネエ,ネー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
、	記号,読点,*,*,*,*,、,、,、,s
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,s
中高	名詞,一般,*,*,*,*,中高,ナカダカ,ナカダカ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
通っ	動詞,自立,*,*,五段・ラ行,連用タ接続,通る,トオッ,トーッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
んと	フィラー,*,*,*,*,*,んと,ント,ント,s
、	記号,読点,*,*,*,*,、,、,、,s
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,s
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方言	名詞,一般,*,*,*,*,方言,ホウゲン,ホーゲン,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
言葉	名詞,一般,*,*,*,*,言葉,コトバ,コトバ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
浪人	名詞,サ変接続,*,*,*,*,浪人,ロウニン,ローニン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年間	名詞,接尾,助数詞,*,*,*,年間,ネンカン,ネンカン,s
京都	名詞,固有名詞,一般,*,*,*,京都,キョウト,キョート,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いま	名詞,副詞可能,*,*,*,*,いま,イマ,イマ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
通っ	動詞,自立,*,*,五段・ラ行,連用タ接続,通る,トオッ,トーッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
通っ	動詞,自立,*,*,五段・ラ行,連用タ接続,通る,トオッ,トーッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
京都	名詞,固有名詞,一般,*,*,*,京都,キョウト,キョート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
駿台	名詞,固有名詞,地域,一般,*,*,駿台,スンダイ,スンダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
通っ	動詞,自立,*,*,五段・ラ行,連用タ接続,通る,トオッ,トーッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
関西	名詞,固有名詞,地域,一般,*,*,関西,カンサイ,カンサイ,s
弁	名詞,接尾,一般,*,*,*,弁,ベン,ベン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
貫こ	動詞,自立,*,*,五段・カ行イ音便,未然ウ接続,貫く,ツラヌコ,ツラヌコ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
三日	名詞,副詞可能,*,*,*,*,三日,ミッカ,ミッカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
標準	名詞,一般,*,*,*,*,標準,ヒョウジュン,ヒョージュン,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なり	動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
