はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
保育園	名詞,一般,*,*,*,*,保育園,ホイクエン,ホイクエン,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
八千代	名詞,固有名詞,地域,一般,*,*,八千代,ヤチヨ,ヤチヨ,s
幼稚園	名詞,一般,*,*,*,*,幼稚園,ヨウチエン,ヨーチエン,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
北	名詞,一般,*,*,*,*,北,キタ,キタ,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
八千代	名詞,固有名詞,地域,一般,*,*,八千代,ヤチヨ,ヤチヨ,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
西高	名詞,固有名詞,地域,一般,*,*,西高,ニシタカ,ニシタカ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,i
、	記号,読点,*,*,*,*,、,、,、,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
生活	名詞,サ変接続,*,*,*,*,生活,セイカツ,セイカツ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
生活	名詞,サ変接続,*,*,*,*,生活,セイカツ,セイカツ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
っ	感動詞,*,*,*,*,*,っ,ッ,ッ,s
たら	助詞,副助詞,*,*,*,*,たら,タラ,タラ,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
休み	名詞,一般,*,*,*,*,休み,ヤスミ,ヤスミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
どっか	副詞,一般,*,*,*,*,どっか,ドッカ,ドッカ,s
遊び	名詞,一般,*,*,*,*,遊び,アソビ,アソビ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
遊び	名詞,一般,*,*,*,*,遊び,アソビ,アソビ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
、	記号,読点,*,*,*,*,、,、,、,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
遊び	動詞,自立,*,*,五段・バ行,連用形,遊ぶ,アソビ,アソビ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
休み	動詞,自立,*,*,五段・マ行,連用形,休む,ヤスミ,ヤスミ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そら	名詞,代名詞・縮約形,*,*,*,*,それは,ソラ,ソラ,s
ギャンブル	名詞,一般,*,*,*,*,ギャンブル,ギャンブル,ギャンブル,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
、	記号,読点,*,*,*,*,、,、,、,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
カラオケ	名詞,一般,*,*,*,*,カラオケ,カラオケ,カラオケ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,i
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
こっから	助詞,格助詞・縮約形,一般,*,*,*,ここから,コッカラ,コッカラ,i
どれ	名詞,代名詞,一般,*,*,*,どれ,ドレ,ドレ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
離れ	動詞,自立,*,*,一段,連用形,離れる,ハナレ,ハナレ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
、	記号,読点,*,*,*,*,、,、,、,s
西脇	名詞,固有名詞,地域,一般,*,*,西脇,ニシワキ,ニシワキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
キロ	名詞,接尾,助数詞,*,*,*,キロ,キロ,キロ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いっつも	副詞,一般,*,*,*,*,いっつも,イッツモ,イッツモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大概	名詞,副詞可能,*,*,*,*,大概,タイガイ,タイガイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
簡単	名詞,形容動詞語幹,*,*,*,*,簡単,カンタン,カンタン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,s
、	記号,読点,*,*,*,*,、,、,、,s
パソコン	名詞,一般,*,*,*,*,パソコン,パソコン,パソコン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
メモリー	名詞,一般,*,*,*,*,メモリー,メモリー,メモリー,s
チップ	名詞,一般,*,*,*,*,チップ,チップ,チップ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
半導体	名詞,一般,*,*,*,*,半導体,ハンドウタイ,ハンドータイ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちっさい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっさい,チッサイ,チッサイ,s
部品	名詞,一般,*,*,*,*,部品,ブヒン,ブヒン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
扱っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,扱う,アツカッ,アツカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
、	記号,読点,*,*,*,*,、,、,、,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
、	記号,読点,*,*,*,*,、,、,、,i
色んな	連体詞,*,*,*,*,*,色んな,イロンナ,イロンナ,i
事	名詞,一般,*,*,*,*,事,コト,コト,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
エピソード	名詞,一般,*,*,*,*,エピソード,エピソード,エピソード,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
あれ	動詞,自立,*,*,五段・ラ行,仮定形,ある,アレ,アレ,i
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
エピソード	名詞,一般,*,*,*,*,エピソード,エピソード,エピソード,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
おもろい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おもろい,オモロイ,オモロイ,i
事	名詞,非自立,一般,*,*,*,事,コト,コト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
、	記号,読点,*,*,*,*,、,、,、,i
しんどかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,しんどい,シンドカッ,シンドカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
事	名詞,非自立,一般,*,*,*,事,コト,コト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,s
車	名詞,一般,*,*,*,*,車,クルマ,クルマ,s
乗る	動詞,自立,*,*,五段・ラ行,基本形,乗る,ノル,ノル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
三	名詞,数,*,*,*,*,三,サン,サン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
目	名詞,接尾,一般,*,*,*,目,メ,メ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
事故	名詞,一般,*,*,*,*,事故,ジコ,ジコ,s
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,s
、	記号,読点,*,*,*,*,、,、,、,s
きつ	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,きつい,キツ,キツ,s
過ぎ	動詞,自立,*,*,一段,連用形,過ぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
倒れ	動詞,自立,*,*,一段,連用形,倒れる,タオレ,タオレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
事	名詞,非自立,一般,*,*,*,事,コト,コト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
事故	名詞,一般,*,*,*,*,事故,ジコ,ジコ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,i
、	記号,読点,*,*,*,*,、,、,、,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
原因	名詞,一般,*,*,*,*,原因,ゲンイン,ゲンイン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,i
起き	動詞,自立,*,*,一段,連用形,起きる,オキ,オキ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
被害	名詞,一般,*,*,*,*,被害,ヒガイ,ヒガイ,s
